source_table, hadron, target, ref_target, Q2_min, Q2_max, nu_min, nu_max, z_min, z_max, pT2_min, pT2_max, value, stat , syst , flag
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.1 ,    0.25, 0.433, 0.02 , 0.042, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.25,    0.4 , 0.858, 0.031, 0.059, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.25,    0.4 , 0.603, 0.018, 0.043, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.25,    0.4 , 0.404, 0.02 , 0.04 , 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.4 ,    0.55, 0.838, 0.041, 0.058, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.4 ,    0.55, 0.728, 0.028, 0.05 , 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.4 ,    0.55, 0.435, 0.032, 0.044, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.55,    0.75, 1.017, 0.066, 0.073, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.55,    0.75, 0.67 , 0.034, 0.049, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.55,    0.75, 0.476, 0.046, 0.038, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.75,    1.5 , 1.684, 0.2  , 0.121, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.75,    1.5 , 1.248, 0.099, 0.077, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.6,   0.7,    0.75,    1.5 , 0.937, 0.136, 0.097, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.0 ,    0.1 , 0.994, 0.051, 0.058, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.0 ,    0.1 , 0.578, 0.026, 0.032, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.0 ,    0.1 , 0.437, 0.032, 0.048, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.1 ,    0.25, 0.921, 0.036, 0.047, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.1 ,    0.25, 0.591, 0.019, 0.036, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.1 ,    0.25, 0.409, 0.023, 0.031, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.25,    0.4 , 0.913, 0.035, 0.048, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.25,    0.4 , 0.602, 0.02 , 0.034, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.25,    0.4 , 0.464, 0.025, 0.033, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.4 ,    0.55, 0.935, 0.047, 0.053, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.4 ,    0.55, 0.641, 0.024, 0.032, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.4 ,    0.55, 0.424, 0.03 , 0.025, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.55,    0.75, 0.89 , 0.05 , 0.045, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.55,    0.75, 0.687, 0.029, 0.034, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.55,    0.75, 0.498, 0.039, 0.026, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.75,    1.5 , 1.039, 0.074, 0.052, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.75,    1.5 , 1.028, 0.053, 0.053, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.6,   0.7,    0.75,    1.5 , 0.613, 0.063, 0.098, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.0 ,    0.1 , 0.668, 0.061, 0.044, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.0 ,    0.1 , 0.508, 0.038, 0.032, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.0 ,    0.1 , 0.251, 0.041, 0.027, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.1 ,    0.25, 0.813, 0.044, 0.061, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.1 ,    0.25, 0.563, 0.025, 0.04 , 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.1 ,    0.25, 0.415, 0.029, 0.031, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.25,    0.4 , 0.811, 0.041, 0.051, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.25,    0.4 , 0.623, 0.026, 0.04 , 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.25,    0.4 , 0.38 , 0.027, 0.032, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.4 ,    0.55, 0.909, 0.052, 0.052, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.4 ,    0.55, 0.608, 0.028, 0.036, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.4 ,    0.55, 0.345, 0.034, 0.047, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.55,    0.75, 1.023, 0.063, 0.063, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.55,    0.75, 0.654, 0.033, 0.038, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.55,    0.75, 0.49 , 0.045, 0.033, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.75,    1.5 , 1.078, 0.067, 0.081, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.75,    1.5 , 0.816, 0.039, 0.065, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.6,   0.7,    0.75,    1.5 , 0.525, 0.045, 0.045, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.0 ,    0.1 , 0.828, 0.038, 0.075, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.0 ,    0.1 , 0.62 , 0.023, 0.059, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.0 ,    0.1 , 0.358, 0.024, 0.042, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.1 ,    0.25, 0.83 , 0.034, 0.075, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.1 ,    0.25, 0.584, 0.02 , 0.055, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.1 ,    0.25, 0.368, 0.023, 0.04 , 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.25,    0.4 , 0.811, 0.037, 0.073, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.25,    0.4 , 0.611, 0.022, 0.056, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.25,    0.4 , 0.33 , 0.026, 0.041, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.4 ,    0.55, 0.759, 0.047, 0.07 , 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.4 ,    0.55, 0.536, 0.026, 0.051, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.4 ,    0.55, 0.288, 0.033, 0.035, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.55,    0.75, 0.832, 0.067, 0.079, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.55,    0.75, 0.552, 0.035, 0.055, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.55,    0.75, 0.31 , 0.05 , 0.037, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.75,    1.5 , 1.91 , 0.235, 0.164, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.75,    1.5 , 1.425, 0.137, 0.126, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.7,   0.8,    0.75,    1.5 , 1.105, 0.289, 0.119, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.0 ,    0.1 , 0.935, 0.062, 0.087, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.0 ,    0.1 , 0.618, 0.033, 0.058, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.0 ,    0.1 , 0.374, 0.04 , 0.06 , 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.1 ,    0.25, 0.876, 0.047, 0.08 , 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.1 ,    0.25, 0.648, 0.026, 0.059, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.1 ,    0.25, 0.421, 0.033, 0.043, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.25,    0.4 , 0.801, 0.042, 0.076, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.25,    0.4 , 0.577, 0.025, 0.062, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.25,    0.4 , 0.336, 0.029, 0.035, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.4 ,    0.55, 0.739, 0.049, 0.071, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.4 ,    0.55, 0.544, 0.028, 0.051, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.4 ,    0.55, 0.359, 0.037, 0.038, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.55,    0.75, 1.022, 0.077, 0.098, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.55,    0.75, 0.719, 0.041, 0.065, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.55,    0.75, 0.481, 0.058, 0.051, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.75,    1.5 , 0.796, 0.066, 0.09 , 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.75,    1.5 , 0.644, 0.04 , 0.066, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.7,   0.8,    0.75,    1.5 , 0.51 , 0.066, 0.088, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.0 ,    0.1 , 0.716, 0.112, 0.071, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.0 ,    0.1 , 0.592, 0.069, 0.094, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.0 ,    0.1 , 0.165, 0.06 , 0.025, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.1 ,    0.25, 0.831, 0.064, 0.049, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.1 ,    0.25, 0.553, 0.035, 0.039, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.1 ,    0.25, 0.287, 0.044, 0.032, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.25,    0.4 , 0.885, 0.069, 0.061, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.25,    0.4 , 0.613, 0.037, 0.04 , 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.25,    0.4 , 0.37 , 0.05 , 0.036, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.4 ,    0.55, 0.781, 0.066, 0.048, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.4 ,    0.55, 0.514, 0.035, 0.037, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.4 ,    0.55, 0.255, 0.052, 0.038, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.55,    0.75, 0.902, 0.086, 0.063, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.55,    0.75, 0.6  , 0.042, 0.039, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.55,    0.75, 0.294, 0.057, 0.031, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.75,    1.5 , 0.988, 0.076, 0.069, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.75,    1.5 , 0.728, 0.046, 0.043, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.7,   0.8,    0.75,    1.5 , 0.376, 0.055, 0.03 , 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.0 ,    0.1 , 0.785, 0.031, 0.068, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.0 ,    0.1 , 0.528, 0.017, 0.047, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.0 ,    0.1 , 0.311, 0.02 , 0.032, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.1 ,    0.25, 0.733, 0.031, 0.063, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.1 ,    0.25, 0.499, 0.018, 0.043, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.1 ,    0.25, 0.28 , 0.02 , 0.026, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.25,    0.4 , 0.667, 0.032, 0.058, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.25,    0.4 , 0.433, 0.018, 0.037, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.25,    0.4 , 0.269, 0.025, 0.031, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.4 ,    0.55, 0.689, 0.044, 0.06 , 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.4 ,    0.55, 0.475, 0.025, 0.041, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.4 ,    0.55, 0.254, 0.033, 0.024, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.55,    0.75, 1.218, 0.104, 0.106, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.55,    0.75, 0.878, 0.059, 0.075, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   2.2 ,   3.2 ,   0.8,   1.0,    0.55,    0.75, 0.508, 0.097, 0.044, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.0 ,    0.1 , 0.796, 0.048, 0.075, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.0 ,    0.1 , 0.483, 0.025, 0.046, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.0 ,    0.1 , 0.258, 0.027, 0.054, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.1 ,    0.25, 0.721, 0.038, 0.066, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.1 ,    0.25, 0.472, 0.021, 0.044, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.1 ,    0.25, 0.259, 0.028, 0.03 , 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.25,    0.4 , 0.714, 0.043, 0.068, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.25,    0.4 , 0.446, 0.024, 0.052, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.25,    0.4 , 0.263, 0.028, 0.028, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.4 ,    0.55, 0.777, 0.055, 0.074, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.4 ,    0.55, 0.528, 0.03 , 0.048, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.4 ,    0.55, 0.21 , 0.029, 0.026, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.55,    0.75, 0.702, 0.055, 0.072, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.55,    0.75, 0.436, 0.029, 0.042, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.2 ,   3.73,   0.8,   1.0,    0.55,    0.75, 0.264, 0.051, 0.036, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.0 ,    0.1 , 0.614, 0.119, 0.071, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.0 ,    0.1 , 0.337, 0.06 , 0.093, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.0 ,    0.1 , 0.14 , 0.058, 0.031, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.1 ,    0.25, 0.76 , 0.069, 0.05 , 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.1 ,    0.25, 0.439, 0.033, 0.04 , 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.1 ,    0.25, 0.204, 0.042, 0.036, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.25,    0.4 , 0.701, 0.066, 0.057, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.25,    0.4 , 0.439, 0.033, 0.039, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.25,    0.4 , 0.149, 0.029, 0.037, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.4 ,    0.55, 0.707, 0.065, 0.048, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.4 ,    0.55, 0.433, 0.035, 0.039, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.4 ,    0.55, 0.164, 0.043, 0.041, 
I           , pi0   , C     , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.55,    0.75, 0.625, 0.073, 0.057, 
I           , pi0   , Fe    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.55,    0.75, 0.433, 0.038, 0.038, 
I           , pi0   , Pb    , D         ,   1.0 ,   4.1 ,   3.73,   4.25,   0.8,   1.0,    0.55,    0.75, 0.248, 0.067, 0.036, 
II          , pi0   , C     , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.3,   0.4,    0.0 ,    1.5 , 0.877, 0.02 , 0.08 , 
II          , pi0   , Fe    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.3,   0.4,    0.0 ,    1.5 , 0.63 , 0.012, 0.026, 
II          , pi0   , Pb    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.3,   0.4,    0.0 ,    1.5 , 0.459, 0.013, 0.024, 
II          , pi0   , C     , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.4,   0.5,    0.0 ,    1.5 , 0.838, 0.019, 0.036, 
II          , pi0   , Fe    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.4,   0.5,    0.0 ,    1.5 , 0.618, 0.012, 0.026, 
II          , pi0   , Pb    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.4,   0.5,    0.0 ,    1.5 , 0.471, 0.014, 0.024, 
II          , pi0   , C     , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.5,   0.6,    0.0 ,    1.5 , 0.864, 0.023, 0.038, 
II          , pi0   , Fe    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.5,   0.6,    0.0 ,    1.5 , 0.61 , 0.013, 0.026, 
II          , pi0   , Pb    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.5,   0.6,    0.0 ,    1.5 , 0.435, 0.015, 0.03 , 
II          , pi0   , C     , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.6,   0.7,    0.0 ,    1.5 , 0.881, 0.028, 0.039, 
II          , pi0   , Fe    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.6,   0.7,    0.0 ,    1.5 , 0.642, 0.017, 0.027, 
II          , pi0   , Pb    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.6,   0.7,    0.0 ,    1.5 , 0.448, 0.019, 0.025, 
II          , pi0   , C     , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.7,   0.8,    0.0 ,    1.5 , 0.825, 0.032, 0.041, 
II          , pi0   , Fe    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.7,   0.8,    0.0 ,    1.5 , 0.581, 0.018, 0.027, 
II          , pi0   , Pb    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.7,   0.8,    0.0 ,    1.5 , 0.389, 0.023, 0.022, 
II          , pi0   , C     , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.8,   1.0,    0.0 ,    1.5 , 0.715, 0.029, 0.037, 
II          , pi0   , Fe    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.8,   1.0,    0.0 ,    1.5 , 0.514, 0.017, 0.026, 
II          , pi0   , Pb    , D         ,   1.0 ,   1.33,   2.2 ,   3.2 ,   0.8,   1.0,    0.0 ,    1.5 , 0.326, 0.021, 0.02 , 
II          , pi0   , C     , D         ,   1.0 ,   1.33,   3.2 ,   3.73,   0.3,   0.4,    0.0 ,    1.5 , 0.867, 0.018, 0.041, 
II          , pi0   , Fe    , D         ,   1.0 ,   1.33,   3.2 ,   3.73,   0.3,   0.4,    0.0 ,    1.5 , 0.664, 0.011, 0.03 , 
II          , pi0   , Pb    , D         ,   1.0 ,   1.33,   3.2 ,   3.73,   0.3,   0.4,    0.0 ,    1.5 , 0.501, 0.013, 0.028, 
II          , pi0   , C     , D         ,   1.0 ,   1.33,   3.2 ,   3.73,   0.4,   0.5,    0.0 ,    1.5 , 0.873, 0.021, 0.041, 
II          , pi0   , Fe    , D         ,   1.0 ,   1.33,   3.2 ,   3.73,   0.4,   0.5,    0.0 ,    1.5 , 0.643, 0.012, 0.03 , 
