source_table, observable         , target, ref_target, dY_bin, dY_min, dY_max, dphi_bin, dphi_min, dphi_max, value   , stat    , syst    , syst_endcap_rel_pct, syst_misid_rel_pct, syst_pairacc_rel_pct, syst_evtsel_rel_pct, syst_binwidth_rel_pct, flag
S2          , R_A_over_D         , C     , D         ,    3.0,    1.5,    2.0,      2.0,     0.79,     1.18, 2.51    , 0.12    , 0.15    ,                 1.4,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    3.0,    1.5,    2.0,      2.0,     0.79,     1.18, 3.63    , 0.14    , 0.37    ,                 1.4,               10.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    3.0,    1.5,    2.0,      2.0,     0.79,     1.18, 3.95    , 0.21    , 0.65    ,                 1.4,               16.4,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    3.0,    1.5,    2.0,      3.0,     1.18,     1.57, 2.33    , 0.09    , 0.14    ,                 1.2,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    3.0,    1.5,    2.0,      3.0,     1.18,     1.57, 3.3     , 0.11    , 0.34    ,                 1.2,               10.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    3.0,    1.5,    2.0,      3.0,     1.18,     1.57, 3.6     , 0.17    , 0.6     ,                 1.2,               16.5,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    3.0,    1.5,    2.0,      4.0,     1.57,     1.96, 2.04    , 0.06    , 0.12    ,                 0.7,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    3.0,    1.5,    2.0,      4.0,     1.57,     1.96, 2.57    , 0.07    , 0.26    ,                 0.7,               10.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    3.0,    1.5,    2.0,      4.0,     1.57,     1.96, 2.66    , 0.11    , 0.44    ,                 0.7,               16.5,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    3.0,    1.5,    2.0,      5.0,     1.96,     2.36, 1.79    , 0.05    , 0.11    ,                 0.5,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    3.0,    1.5,    2.0,      5.0,     1.96,     2.36, 2.2     , 0.05    , 0.22    ,                 0.5,               10.2,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    3.0,    1.5,    2.0,      5.0,     1.96,     2.36, 2.17    , 0.08    , 0.36    ,                 0.5,               16.6,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    3.0,    1.5,    2.0,      6.0,     2.36,     2.75, 1.7     , 0.04    , 0.1     ,                 0.3,                6.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    3.0,    1.5,    2.0,      6.0,     2.36,     2.75, 1.9     , 0.04    , 0.2     ,                 0.3,               10.3,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    3.0,    1.5,    2.0,      6.0,     2.36,     2.75, 1.89    , 0.06    , 0.32    ,                 0.3,               16.8,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    3.0,    1.5,    2.0,      7.0,     2.75,     3.14, 1.5     , 0.03    , 0.11    ,                 0.3,                7.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    3.0,    1.5,    2.0,      7.0,     2.75,     3.14, 1.65    , 0.03    , 0.2     ,                 0.3,               11.8,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    3.0,    1.5,    2.0,      7.0,     2.75,     3.14, 1.6     , 0.05    , 0.31    ,                 0.3,               19.3,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    4.0,    2.0,    2.5,      0.0,     0.0 ,     0.39, 1.7     , 0.1     , 0.1     ,                 0.9,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    4.0,    2.0,    2.5,      0.0,     0.0 ,     0.39, 2.37    , 0.11    , 0.24    ,                 0.9,               10.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    4.0,    2.0,    2.5,      0.0,     0.0 ,     0.39, 2.39    , 0.17    , 0.39    ,                 0.9,               16.4,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    4.0,    2.0,    2.5,      1.0,     0.39,     0.79, 1.78    , 0.09    , 0.11    ,                 0.7,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    4.0,    2.0,    2.5,      1.0,     0.39,     0.79, 2.29    , 0.1     , 0.23    ,                 0.7,               10.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    4.0,    2.0,    2.5,      1.0,     0.39,     0.79, 2.5     , 0.16    , 0.41    ,                 0.7,               16.4,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    4.0,    2.0,    2.5,      2.0,     0.79,     1.18, 1.97    , 0.1     , 0.12    ,                 0.8,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    4.0,    2.0,    2.5,      2.0,     0.79,     1.18, 2.61    , 0.11    , 0.26    ,                 0.8,               10.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    4.0,    2.0,    2.5,      2.0,     0.79,     1.18, 2.14    , 0.14    , 0.35    ,                 0.8,               16.5,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    4.0,    2.0,    2.5,      3.0,     1.18,     1.57, 1.65    , 0.08    , 0.1     ,                 0.7,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    4.0,    2.0,    2.5,      3.0,     1.18,     1.57, 2.22    , 0.09    , 0.23    ,                 0.7,               10.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    4.0,    2.0,    2.5,      3.0,     1.18,     1.57, 2.17    , 0.13    , 0.36    ,                 0.7,               16.5,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    4.0,    2.0,    2.5,      4.0,     1.57,     1.96, 1.6     , 0.07    , 0.1     ,                 0.7,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    4.0,    2.0,    2.5,      4.0,     1.57,     1.96, 2.17    , 0.08    , 0.22    ,                 0.7,               10.2,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    4.0,    2.0,    2.5,      4.0,     1.57,     1.96, 2.31    , 0.12    , 0.38    ,                 0.7,               16.6,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    4.0,    2.0,    2.5,      5.0,     1.96,     2.36, 1.86    , 0.07    , 0.11    ,                 0.3,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    4.0,    2.0,    2.5,      5.0,     1.96,     2.36, 2.04    , 0.07    , 0.21    ,                 0.3,               10.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    4.0,    2.0,    2.5,      5.0,     1.96,     2.36, 1.91    , 0.1     , 0.31    ,                 0.3,               16.5,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    4.0,    2.0,    2.5,      6.0,     2.36,     2.75, 1.6     , 0.06    , 0.1     ,                 0.5,                6.3,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    4.0,    2.0,    2.5,      6.0,     2.36,     2.75, 1.98    , 0.06    , 0.21    ,                 0.5,               10.6,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    4.0,    2.0,    2.5,      6.0,     2.36,     2.75, 1.79    , 0.09    , 0.31    ,                 0.5,               17.4,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    4.0,    2.0,    2.5,      7.0,     2.75,     3.14, 1.57    , 0.05    , 0.11    ,                 0.2,                7.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    4.0,    2.0,    2.5,      7.0,     2.75,     3.14, 1.71    , 0.05    , 0.2     ,                 0.2,               11.9,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    4.0,    2.0,    2.5,      7.0,     2.75,     3.14, 1.79    , 0.08    , 0.35    ,                 0.2,               19.4,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    5.0,    2.5,    3.0,      0.0,     0.0 ,     0.39, 2.08    , 0.16    , 0.13    ,                 0.5,                6.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    5.0,    2.5,    3.0,      0.0,     0.0 ,     0.39, 2.42    , 0.17    , 0.25    ,                 0.5,               10.2,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    5.0,    2.5,    3.0,      0.0,     0.0 ,     0.39, 2.48    , 0.25    , 0.41    ,                 0.5,               16.6,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    5.0,    2.5,    3.0,      1.0,     0.39,     0.79, 1.88    , 0.15    , 0.12    ,                 0.9,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    5.0,    2.5,    3.0,      1.0,     0.39,     0.79, 2.57    , 0.17    , 0.26    ,                 0.9,               10.2,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    5.0,    2.5,    3.0,      1.0,     0.39,     0.79, 2.77    , 0.26    , 0.46    ,                 0.9,               16.6,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    5.0,    2.5,    3.0,      2.0,     0.79,     1.18, 2.15    , 0.16    , 0.13    ,                 0.7,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    5.0,    2.5,    3.0,      2.0,     0.79,     1.18, 2.66    , 0.17    , 0.27    ,                 0.7,               10.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    5.0,    2.5,    3.0,      2.0,     0.79,     1.18, 2.23    , 0.23    , 0.37    ,                 0.7,               16.5,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    5.0,    2.5,    3.0,      3.0,     1.18,     1.57, 1.54    , 0.12    , 0.09    ,                 1.2,                6.0,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    5.0,    2.5,    3.0,      3.0,     1.18,     1.57, 2.49    , 0.15    , 0.25    ,                 1.2,               10.1,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    5.0,    2.5,    3.0,      3.0,     1.18,     1.57, 2.18    , 0.2     , 0.36    ,                 1.2,               16.5,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    5.0,    2.5,    3.0,      4.0,     1.57,     1.96, 1.76    , 0.12    , 0.11    ,                 0.6,                6.2,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    5.0,    2.5,    3.0,      4.0,     1.57,     1.96, 2.26    , 0.13    , 0.23    ,                 0.6,               10.4,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    5.0,    2.5,    3.0,      4.0,     1.57,     1.96, 2.08    , 0.19    , 0.35    ,                 0.6,               16.9,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    5.0,    2.5,    3.0,      5.0,     1.96,     2.36, 1.87    , 0.11    , 0.12    ,                 0.4,                6.2,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    5.0,    2.5,    3.0,      5.0,     1.96,     2.36, 2.21    , 0.12    , 0.23    ,                 0.4,               10.4,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    5.0,    2.5,    3.0,      5.0,     1.96,     2.36, 2.03    , 0.17    , 0.35    ,                 0.4,               17.0,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    5.0,    2.5,    3.0,      6.0,     2.36,     2.75, 1.65    , 0.1     , 0.11    ,                 0.6,                6.9,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    5.0,    2.5,    3.0,      6.0,     2.36,     2.75, 2.14    , 0.11    , 0.25    ,                 0.6,               11.6,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    5.0,    2.5,    3.0,      6.0,     2.36,     2.75, 1.8     , 0.15    , 0.34    ,                 0.6,               18.9,                     ,                    ,                      , 
S2          , R_A_over_D         , C     , D         ,    5.0,    2.5,    3.0,      7.0,     2.75,     3.14, 1.75    , 0.1     , 0.13    ,                 0.6,                7.5,                     ,                    ,                      , 
S2          , R_A_over_D         , Fe    , D         ,    5.0,    2.5,    3.0,      7.0,     2.75,     3.14, 2.24    , 0.11    , 0.28    ,                 0.6,               12.6,                     ,                    ,                      , 
S2          , R_A_over_D         , Pb    , D         ,    5.0,    2.5,    3.0,      7.0,     2.75,     3.14, 1.58    , 0.14    , 0.33    ,                 0.6,               20.6,                     ,                    ,                      , 
S3          , sigma_RMS_width_rad, D     ,           ,       ,    0.0,    3.0,         ,         ,         , 1.126   , 0.003   , 0.04    ,                    ,                   ,                     ,                    ,                      , 
S3          , sigma_RMS_width_rad, C     ,           ,       ,    0.0,    3.0,         ,         ,         , 1.319   , 0.005   , 0.044   ,                    ,                   ,                     ,                    ,                      , 
S3          , sigma_RMS_width_rad, Fe    ,           ,       ,    0.0,    3.0,         ,         ,         , 1.411   , 0.004   , 0.046   ,                    ,                   ,                     ,                    ,                      , 
S3          , sigma_RMS_width_rad, Pb    ,           ,       ,    0.0,    3.0,         ,         ,         , 1.452   , 0.006   , 0.048   ,                    ,                   ,                     ,                    ,                      , 
S3          , sigma_RMS_width_rad, D     ,           ,    0.0,    0.0,    0.5,         ,         ,         , 0.464   , 0.011   , 0.028   ,                 1.0,                2.9,                  4.3,                 0.6,                   2.7, 
S3          , sigma_RMS_width_rad, C     ,           ,    0.0,    0.0,    0.5,         ,         ,         , 0.841   , 0.025   , 0.035   ,                    ,                2.4,                  3.2,                 0.6,                   0.9, 
S3          , sigma_RMS_width_rad, Fe    ,           ,    0.0,    0.0,    0.5,         ,         ,         , 0.962   , 0.024   , 0.039   ,                    ,                2.5,                  3.0,                 0.6,                   0.7, 
S3          , sigma_RMS_width_rad, Pb    ,           ,    0.0,    0.0,    0.5,         ,         ,         , 1.013   , 0.039   , 0.038   ,                    ,                2.2,                  2.9,                 0.6,                   0.6, 
S3          , sigma_RMS_width_rad, D     ,           ,    1.0,    0.5,    1.0,         ,         ,         , 0.71    , 0.005   , 0.036   ,                 0.7,                3.4,                  3.5,                 0.6,                   1.3, 
S3          , sigma_RMS_width_rad, C     ,           ,    1.0,    0.5,    1.0,         ,         ,         , 0.987   , 0.012   , 0.041   ,                    ,                2.8,                  3.0,                 0.6,                   0.6, 
S3          , sigma_RMS_width_rad, Fe    ,           ,    1.0,    0.5,    1.0,         ,         ,         , 1.15    , 0.01    , 0.045   ,                    ,                2.7,                  2.8,                 0.6,                   0.4, 
S3          , sigma_RMS_width_rad, Pb    ,           ,    1.0,    0.5,    1.0,         ,         ,         , 1.23    , 0.017   , 0.046   ,                    ,                2.5,                  2.7,                 0.6,                   0.3, 
S3          , sigma_RMS_width_rad, D     ,           ,    2.0,    1.0,    1.5,         ,         ,         , 0.915   , 0.004   , 0.04    ,                 0.6,                2.9,                  3.1,                 0.6,                   0.8, 
S3          , sigma_RMS_width_rad, C     ,           ,    2.0,    1.0,    1.5,         ,         ,         , 1.224   , 0.008   , 0.044   ,                    ,                2.4,                  2.7,                 0.6,                   0.3, 
S3          , sigma_RMS_width_rad, Fe    ,           ,    2.0,    1.0,    1.5,         ,         ,         , 1.33    , 0.007   , 0.046   ,                    ,                2.2,                  2.6,                 0.6,                   0.2, 
S3          , sigma_RMS_width_rad, Pb    ,           ,    2.0,    1.0,    1.5,         ,         ,         , 1.383   , 0.011   , 0.048   ,                    ,                2.3,                  2.5,                 0.6,                   0.1, 
S3          , sigma_RMS_width_rad, D     ,           ,    3.0,    1.5,    2.0,         ,         ,         , 1.215   , 0.005   , 0.045   ,                 0.3,                2.5,                  2.7,                 0.6,                   0.3, 
S3          , sigma_RMS_width_rad, C     ,           ,    3.0,    1.5,    2.0,         ,         ,         , 1.369   , 0.008   , 0.047   ,                    ,                2.2,                  2.5,                 0.6,                   0.1, 
S3          , sigma_RMS_width_rad, Fe    ,           ,    3.0,    1.5,    2.0,         ,         ,         , 1.459   , 0.007   , 0.048   ,                    ,                2.1,                  2.4,                 0.6,                      , 
S3          , sigma_RMS_width_rad, Pb    ,           ,    3.0,    1.5,    2.0,         ,         ,         , 1.498   , 0.011   , 0.049   ,                    ,                2.2,                  2.4,                 0.6,                      , 
S3          , sigma_RMS_width_rad, D     ,           ,    4.0,    2.0,    2.5,         ,         ,         , 1.5     , 0.006   , 0.049   ,                 0.1,                2.1,                  2.4,                 0.6,                      , 
S3          , sigma_RMS_width_rad, C     ,           ,    4.0,    2.0,    2.5,         ,         ,         , 1.527   , 0.011   , 0.049   ,                    ,                2.1,                  2.4,                 0.6,                      , 
S3          , sigma_RMS_width_rad, Fe    ,           ,    4.0,    2.0,    2.5,         ,         ,         , 1.582   , 0.009   , 0.05    ,                    ,                2.0,                  2.3,                 0.6,                   0.1, 
S3          , sigma_RMS_width_rad, Pb    ,           ,    4.0,    2.0,    2.5,         ,         ,         , 1.589   , 0.015   , 0.052   ,                    ,                2.2,                  2.3,                 0.6,                   0.1, 
S3          , sigma_RMS_width_rad, D     ,           ,    5.0,    2.5,    3.0,         ,         ,         , 1.587   , 0.01    , 0.059   ,                    ,                2.8,                  2.3,                 0.6,                   0.1, 
S3          , sigma_RMS_width_rad, C     ,           ,    5.0,    2.5,    3.0,         ,         ,         , 1.635   , 0.017   , 0.061   ,                    ,                2.9,                  2.3,                 0.6,                   0.1, 
S3          , sigma_RMS_width_rad, Fe    ,           ,    5.0,    2.5,    3.0,         ,         ,         , 1.633   , 0.014   , 0.063   ,                    ,                3.0,                  2.3,                 0.6,                   0.1, 
S3          , sigma_RMS_width_rad, Pb    ,           ,    5.0,    2.5,    3.0,         ,         ,         , 1.707   , 0.024   , 0.062   ,                    ,                2.8,                  2.3,                 0.6,                   0.1, 
S4          , b_broadening_rad   , D     , C         ,       ,    0.0,    3.0,         ,         ,         , -0.686  , 0.01    , 0.031   ,                    ,                   ,                     ,                    ,                      , 
S4          , b_broadening_rad   , Fe    , C         ,       ,    0.0,    3.0,         ,         ,         , 0.501   , 0.016   , 0.02    ,                    ,                   ,                     ,                    ,                      , 
S4          , b_broadening_rad   , Pb    , C         ,       ,    0.0,    3.0,         ,         ,         , 0.607   , 0.018   , 0.026   ,                    ,                   ,                     ,                    ,                      , 
S4          , b_broadening_rad   , D     , C         ,    0.0,    0.0,    0.5,         ,         ,         , -0.701  , 0.03    , 0.029   ,                 0.4,                2.2,                  3.5,                    ,                   0.4, 
S4          , b_broadening_rad   , Fe    , C         ,    0.0,    0.0,    0.5,         ,         ,         , 0.468   , 0.066   , 0.021   ,                    ,                2.7,                  3.5,                    ,                   0.6, 
S4          , b_broadening_rad   , Pb    , C         ,    0.0,    0.0,    0.5,         ,         ,         , 0.565   , 0.079   , 0.022   ,                    ,                1.8,                  3.5,                    ,                   0.5, 
S4          , b_broadening_rad   , D     , C         ,    1.0,    0.5,    1.0,         ,         ,         , -0.685  , 0.018   , 0.028   ,                 0.9,                2.4,                  3.5,                    ,                   0.5, 
S4          , b_broadening_rad   , Fe    , C         ,    1.0,    0.5,    1.0,         ,         ,         , 0.591   , 0.028   , 0.024   ,                    ,                2.2,                  3.5,                    ,                   0.5, 
S4          , b_broadening_rad   , Pb    , C         ,    1.0,    0.5,    1.0,         ,         ,         , 0.735   , 0.032   , 0.029   ,                    ,                1.9,                  3.5,                    ,                   0.4, 
S4          , b_broadening_rad   , D     , C         ,    2.0,    1.0,    1.5,         ,         ,         , -0.813  , 0.013   , 0.031   ,                 0.7,                1.7,                  3.5,                    ,                   0.4, 
S4          , b_broadening_rad   , Fe    , C         ,    2.0,    1.0,    1.5,         ,         ,         , 0.521   , 0.026   , 0.02    ,                    ,                1.5,                  3.5,                    ,                   0.6, 
S4          , b_broadening_rad   , Pb    , C         ,    2.0,    1.0,    1.5,         ,         ,         , 0.645   , 0.029   , 0.026   ,                    ,                1.9,                  3.5,                    ,                   0.5, 
S4          , b_broadening_rad   , D     , C         ,    3.0,    1.5,    2.0,         ,         ,         , -0.632  , 0.02    , 0.024   ,                 1.2,                1.3,                  3.5,                    ,                   0.5, 
S4          , b_broadening_rad   , Fe    , C         ,    3.0,    1.5,    2.0,         ,         ,         , 0.502   , 0.03    , 0.019   ,                    ,                1.1,                  3.5,                    ,                   0.6, 
S4          , b_broadening_rad   , Pb    , C         ,    3.0,    1.5,    2.0,         ,         ,         , 0.609   , 0.033   , 0.024   ,                    ,                1.8,                  3.5,                    ,                   0.5, 
S4          , b_broadening_rad   , D     , C         ,    4.0,    2.0,    2.5,         ,         ,         , -0.287  , 0.066   , 0.014   ,                 2.9,                2.1,                  3.5,                    ,                   1.0, 
S4          , b_broadening_rad   , Fe    , C         ,    4.0,    2.0,    2.5,         ,         ,         , 0.41    , 0.053   , 0.015   ,                    ,                0.7,                  3.5,                    ,                   0.7, 
S4          , b_broadening_rad   , Pb    , C         ,    4.0,    2.0,    2.5,         ,         ,         , 0.436   , 0.067   , 0.023   ,                    ,                4.0,                  3.5,                    ,                   0.7, 
S4          , b_broadening_rad   , D     , C         ,    5.0,    2.5,    3.0,         ,         ,         , -0.396  , 0.082   , 0.022   ,                 0.2,                3.7,                  3.5,                    ,                   0.7, 
S4          , b_broadening_rad   , Fe    , C         ,    5.0,    2.5,    3.0,         ,         ,         , -0.081  , 0.445   , 0.054   ,                    ,               67.1,                  3.5,                    ,                   3.7, 
S4          , b_broadening_rad   , Pb    , C         ,    5.0,    2.5,    3.0,         ,         ,         , 0.49    , 0.102   , 0.019   ,                    ,                1.8,                  3.5,                    ,                   0.6, 
