source_table,hadron,target,ref_target,Q2_min,Q2_max,nu_min,nu_max,z_min,z_max,pT2_min,pT2_max,value,stat,syst,flag
VIII,pi-,Pb,D,1.0,1.3,3.7,4.2,0.5,0.6,0.0,1.5,0.716,0.026,0.034,
VIII,pi-,C,D,1.0,1.3,3.7,4.2,0.6,0.7,0.0,1.5,0.944,0.127,0.043,
VIII,pi-,Fe,D,1.0,1.3,3.7,4.2,0.6,0.7,0.0,1.5,0.875,0.116,0.053,
VIII,pi-,Pb,D,1.0,1.3,3.7,4.2,0.6,0.7,0.0,1.5,0.431,0.039,0.024,
VIII,pi-,C,D,1.0,1.3,3.7,4.2,0.7,0.8,0.0,1.5,,,,value_missing_in_source
VIII,pi-,Fe,D,1.0,1.3,3.7,4.2,0.7,0.8,0.0,1.5,,,,value_missing_in_source
VIII,pi-,Pb,D,1.0,1.3,3.7,4.2,0.7,0.8,0.0,1.5,,,,value_missing_in_source
VIII,pi-,C,D,1.3,1.8,3.7,4.2,0.05,0.1,0.0,1.5,1.077,0.011,0.033,
VIII,pi-,Fe,D,1.3,1.8,3.7,4.2,0.05,0.1,0.0,1.5,1.145,0.012,0.058,
VIII,pi-,Pb,D,1.3,1.8,3.7,4.2,0.05,0.1,0.0,1.5,1.05,0.006,0.052,
VIII,pi-,C,D,1.3,1.8,3.7,4.2,0.1,0.2,0.0,1.5,0.984,0.007,0.03,
VIII,pi-,Fe,D,1.3,1.8,3.7,4.2,0.1,0.2,0.0,1.5,0.938,0.006,0.048,
VIII,pi-,Pb,D,1.3,1.8,3.7,4.2,0.1,0.2,0.0,1.5,0.84,0.003,0.041,
VIII,pi-,C,D,1.3,1.8,3.7,4.2,0.2,0.3,0.0,1.5,0.885,0.008,0.027,
VIII,pi-,Fe,D,1.3,1.8,3.7,4.2,0.2,0.3,0.0,1.5,0.798,0.007,0.04,
VIII,pi-,Pb,D,1.3,1.8,3.7,4.2,0.2,0.3,0.0,1.5,0.676,0.004,0.033,
VIII,pi-,C,D,1.3,1.8,3.7,4.2,0.3,0.4,0.0,1.5,0.848,0.014,0.026,
VIII,pi-,Fe,D,1.3,1.8,3.7,4.2,0.3,0.4,0.0,1.5,0.737,0.012,0.037,
VIII,pi-,Pb,D,1.3,1.8,3.7,4.2,0.3,0.4,0.0,1.5,0.62,0.006,0.031,
VIII,pi-,C,D,1.3,1.8,3.7,4.2,0.4,0.5,0.0,1.5,0.86,0.027,0.027,
VIII,pi-,Fe,D,1.3,1.8,3.7,4.2,0.4,0.5,0.0,1.5,0.766,0.023,0.039,
VIII,pi-,Pb,D,1.3,1.8,3.7,4.2,0.4,0.5,0.0,1.5,0.572,0.011,0.028,
VIII,pi-,C,D,1.3,1.8,3.7,4.2,0.5,0.6,0.0,1.5,0.951,0.057,0.029,
VIII,pi-,Fe,D,1.3,1.8,3.7,4.2,0.5,0.6,0.0,1.5,0.889,0.051,0.045,
VIII,pi-,Pb,D,1.3,1.8,3.7,4.2,0.5,0.6,0.0,1.5,0.629,0.022,0.031,
VIII,pi-,C,D,1.3,1.8,3.7,4.2,0.6,0.7,0.0,1.5,0.863,0.105,0.037,
VIII,pi-,Fe,D,1.3,1.8,3.7,4.2,0.6,0.7,0.0,1.5,0.782,0.089,0.046,
VIII,pi-,Pb,D,1.3,1.8,3.7,4.2,0.6,0.7,0.0,1.5,0.443,0.036,0.026,
VIII,pi-,C,D,1.3,1.8,3.7,4.2,0.7,0.8,0.0,1.5,1.777,0.69,0.077,
VIII,pi-,Fe,D,1.3,1.8,3.7,4.2,0.7,0.8,0.0,1.5,0.911,0.354,0.054,
VIII,pi-,Pb,D,1.3,1.8,3.7,4.2,0.7,0.8,0.0,1.5,0.772,0.172,0.045,
VIII,pi-,C,D,1.8,4.1,3.7,4.2,0.05,0.1,0.0,1.5,1.2,0.011,0.031,
VIII,pi-,Fe,D,1.8,4.1,3.7,4.2,0.05,0.1,0.0,1.5,1.303,0.012,0.063,
VIII,pi-,Pb,D,1.8,4.1,3.7,4.2,0.05,0.1,0.0,1.5,1.203,0.006,0.062,
VIII,pi-,C,D,1.8,4.1,3.7,4.2,0.1,0.2,0.0,1.5,1.021,0.006,0.027,
VIII,pi-,Fe,D,1.8,4.1,3.7,4.2,0.1,0.2,0.0,1.5,1.006,0.006,0.049,
VIII,pi-,Pb,D,1.8,4.1,3.7,4.2,0.1,0.2,0.0,1.5,0.916,0.003,0.047,
VIII,pi-,C,D,1.8,4.1,3.7,4.2,0.2,0.3,0.0,1.5,0.93,0.008,0.024,
VIII,pi-,Fe,D,1.8,4.1,3.7,4.2,0.2,0.3,0.0,1.5,0.843,0.007,0.041,
VIII,pi-,Pb,D,1.8,4.1,3.7,4.2,0.2,0.3,0.0,1.5,0.708,0.003,0.037,
VIII,pi-,C,D,1.8,4.1,3.7,4.2,0.3,0.4,0.0,1.5,0.909,0.013,0.024,
VIII,pi-,Fe,D,1.8,4.1,3.7,4.2,0.3,0.4,0.0,1.5,0.75,0.01,0.037,
VIII,pi-,Pb,D,1.8,4.1,3.7,4.2,0.3,0.4,0.0,1.5,0.618,0.005,0.032,
VIII,pi-,C,D,1.8,4.1,3.7,4.2,0.4,0.5,0.0,1.5,0.88,0.022,0.023,
VIII,pi-,Fe,D,1.8,4.1,3.7,4.2,0.4,0.5,0.0,1.5,0.735,0.018,0.036,
VIII,pi-,Pb,D,1.8,4.1,3.7,4.2,0.4,0.5,0.0,1.5,0.611,0.009,0.032,
VIII,pi-,C,D,1.8,4.1,3.7,4.2,0.5,0.6,0.0,1.5,0.922,0.042,0.024,
VIII,pi-,Fe,D,1.8,4.1,3.7,4.2,0.5,0.6,0.0,1.5,0.723,0.032,0.035,
VIII,pi-,Pb,D,1.8,4.1,3.7,4.2,0.5,0.6,0.0,1.5,0.665,0.017,0.034,
VIII,pi-,C,D,1.8,4.1,3.7,4.2,0.6,0.7,0.0,1.5,0.951,0.084,0.038,
VIII,pi-,Fe,D,1.8,4.1,3.7,4.2,0.6,0.7,0.0,1.5,0.701,0.059,0.04,
VIII,pi-,Pb,D,1.8,4.1,3.7,4.2,0.6,0.7,0.0,1.5,0.665,0.034,0.04,
VIII,pi-,C,D,1.8,4.1,3.7,4.2,0.7,0.8,0.0,1.5,1.7,0.443,0.068,
VIII,pi-,Fe,D,1.8,4.1,3.7,4.2,0.7,0.8,0.0,1.5,0.853,0.191,0.049,
VIII,pi-,Pb,D,1.8,4.1,3.7,4.2,0.7,0.8,0.0,1.5,0.911,0.128,0.055,
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.047,0.073,0.816,0.006,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.047,0.073,0.616,0.005,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.047,0.073,0.441,0.002,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.073,0.112,0.801,0.005,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.073,0.112,0.619,0.004,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.073,0.112,0.446,0.002,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.112,0.173,0.823,0.005,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.112,0.173,0.625,0.004,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.112,0.173,0.45,0.002,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.173,0.267,0.837,0.004,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.173,0.267,0.667,0.004,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.173,0.267,0.482,0.002,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.267,0.411,0.894,0.005,0.031,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.267,0.411,0.736,0.004,0.031,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.267,0.411,0.551,0.002,0.031,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.411,0.633,1.084,0.008,0.049,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.411,0.633,1.034,0.007,0.049,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.411,0.633,0.814,0.004,0.049,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.633,0.974,1.799,0.028,0.081,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.633,0.974,2.214,0.029,0.081,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.633,0.974,2.005,0.015,0.081,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.3,0.4,0.974,1.5,3.921,0.202,0.196,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.3,0.4,0.974,1.5,6.573,0.287,0.196,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.3,0.4,0.974,1.5,6.827,0.152,0.196,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.047,0.073,0.787,0.009,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.047,0.073,0.586,0.006,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.047,0.073,0.416,0.003,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.073,0.112,0.801,0.007,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.073,0.112,0.595,0.005,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.073,0.112,0.415,0.002,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.112,0.173,0.822,0.006,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.112,0.173,0.597,0.005,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.112,0.173,0.432,0.002,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.173,0.267,0.834,0.006,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.173,0.267,0.621,0.004,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.173,0.267,0.447,0.002,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.267,0.411,0.845,0.006,0.03,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.267,0.411,0.66,0.005,0.03,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.267,0.411,0.481,0.002,0.03,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.411,0.633,0.925,0.008,0.042,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.411,0.633,0.782,0.006,0.042,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.411,0.633,0.577,0.003,0.042,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.633,0.974,1.337,0.02,0.06,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.633,0.974,1.327,0.017,0.06,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.633,0.974,1.066,0.008,0.06,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.4,0.5,0.974,1.5,2.489,0.099,0.124,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.4,0.5,0.974,1.5,4.042,0.141,0.124,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.4,0.5,0.974,1.5,3.438,0.063,0.124,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.047,0.073,0.79,0.012,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.047,0.073,0.589,0.009,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.047,0.073,0.391,0.004,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.073,0.112,0.806,0.009,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.073,0.112,0.594,0.007,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.073,0.112,0.406,0.003,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.112,0.173,0.82,0.008,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.112,0.173,0.595,0.006,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.112,0.173,0.425,0.003,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.173,0.267,0.83,0.007,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.173,0.267,0.623,0.005,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.173,0.267,0.443,0.002,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.267,0.411,0.837,0.007,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.267,0.411,0.625,0.005,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.267,0.411,0.46,0.002,0.029,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.411,0.633,0.864,0.009,0.039,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.411,0.633,0.694,0.007,0.039,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.411,0.633,0.525,0.003,0.039,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.633,0.974,1.062,0.016,0.048,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.633,0.974,0.959,0.013,0.048,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.633,0.974,0.749,0.007,0.048,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,C,D,1.0,4.0,2.2,4.25,0.5,0.6,0.974,1.5,2.011,0.077,0.101,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Fe,D,1.0,4.0,2.2,4.25,0.5,0.6,0.974,1.5,2.545,0.084,0.101,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
IX,pi+,Pb,D,1.0,4.0,2.2,4.25,0.5,0.6,0.974,1.5,2.191,0.04,0.101,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.047,0.073,0.797,0.016,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.047,0.073,0.573,0.011,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.047,0.073,0.391,0.005,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.073,0.112,0.844,0.013,0.03,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.073,0.112,0.588,0.009,0.03,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.073,0.112,0.42,0.004,0.03,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.112,0.173,0.792,0.01,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.112,0.173,0.583,0.007,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.112,0.173,0.416,0.003,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.173,0.267,0.792,0.009,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.173,0.267,0.58,0.006,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.173,0.267,0.42,0.003,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.267,0.411,0.793,0.008,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.267,0.411,0.597,0.006,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.267,0.411,0.421,0.003,0.028,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.411,0.633,0.825,0.01,0.037,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.411,0.633,0.642,0.007,0.037,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.411,0.633,0.472,0.003,0.037,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.633,0.974,0.947,0.016,0.043,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.633,0.974,0.775,0.012,0.043,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.633,0.974,0.606,0.006,0.043,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.6,0.7,0.974,1.5,1.747,0.071,0.087,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.6,0.7,0.974,1.5,1.928,0.068,0.087,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.6,0.7,0.974,1.5,1.654,0.034,0.087,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.047,0.073,0.707,0.015,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.047,0.073,0.503,0.011,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.047,0.073,0.347,0.005,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.073,0.112,0.717,0.014,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.073,0.112,0.482,0.009,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.073,0.112,0.362,0.005,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.112,0.173,0.73,0.011,0.026,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.112,0.173,0.518,0.008,0.026,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.112,0.173,0.356,0.004,0.026,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.173,0.267,0.725,0.01,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.173,0.267,0.527,0.007,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.173,0.267,0.387,0.003,0.025,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.267,0.411,0.777,0.01,0.027,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.267,0.411,0.577,0.007,0.027,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.267,0.411,0.407,0.003,0.027,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.411,0.633,0.743,0.011,0.033,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.411,0.633,0.565,0.008,0.033,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.411,0.633,0.417,0.004,0.033,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.633,0.974,0.948,0.021,0.043,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.633,0.974,0.806,0.017,0.043,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.633,0.974,0.557,0.008,0.043,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,C,D,1.0,4.0,2.2,4.25,0.7,0.8,0.974,1.5,2.208,0.135,0.11,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Fe,D,1.0,4.0,2.2,4.25,0.7,0.8,0.974,1.5,2.264,0.12,0.11,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
X,pi+,Pb,D,1.0,4.0,2.2,4.25,0.7,0.8,0.974,1.5,1.686,0.051,0.11,syst_identical_across_targets_in_source_likely_typo_use_TableI_relative_syst
