source_table,hadron,target,ref_target,Q2_min,Q2_max,nu_min,nu_max,z_min,z_max,pT2_min,pT2_max,value,stat,syst,flag
V,pi+,Pb,D,1.0,1.3,3.7,4.2,0.2,0.3,0.0,1.5,0.564,0.002,0.026,
V,pi+,C,D,1.0,1.3,3.7,4.2,0.3,0.4,0.0,1.5,0.834,0.007,0.027,
V,pi+,Fe,D,1.0,1.3,3.7,4.2,0.3,0.4,0.0,1.5,0.689,0.006,0.035,
V,pi+,Pb,D,1.0,1.3,3.7,4.2,0.3,0.4,0.0,1.5,0.512,0.002,0.023,
V,pi+,C,D,1.0,1.3,3.7,4.2,0.4,0.5,0.0,1.5,0.832,0.009,0.027,
V,pi+,Fe,D,1.0,1.3,3.7,4.2,0.4,0.5,0.0,1.5,0.65,0.007,0.033,
V,pi+,Pb,D,1.0,1.3,3.7,4.2,0.4,0.5,0.0,1.5,0.479,0.003,0.022,
V,pi+,C,D,1.0,1.3,3.7,4.2,0.5,0.6,0.0,1.5,0.809,0.011,0.026,
V,pi+,Fe,D,1.0,1.3,3.7,4.2,0.5,0.6,0.0,1.5,0.634,0.008,0.032,
V,pi+,Pb,D,1.0,1.3,3.7,4.2,0.5,0.6,0.0,1.5,0.469,0.004,0.021,
V,pi+,C,D,1.0,1.3,3.7,4.2,0.6,0.7,0.0,1.5,0.814,0.015,0.039,
V,pi+,Fe,D,1.0,1.3,3.7,4.2,0.6,0.7,0.0,1.5,0.611,0.011,0.037,
V,pi+,Pb,D,1.0,1.3,3.7,4.2,0.6,0.7,0.0,1.5,0.439,0.005,0.025,
V,pi+,C,D,1.0,1.3,3.7,4.2,0.7,0.8,0.0,1.5,0.77,0.031,0.037,
V,pi+,Fe,D,1.0,1.3,3.7,4.2,0.7,0.8,0.0,1.5,0.569,0.022,0.035,
V,pi+,Pb,D,1.0,1.3,3.7,4.2,0.7,0.8,0.0,1.5,0.42,0.011,0.024,
V,pi+,C,D,1.0,1.3,3.7,4.2,0.8,0.9,0.0,1.5,0.717,0.022,0.034,
V,pi+,Fe,D,1.0,1.3,3.7,4.2,0.8,0.9,0.0,1.5,0.489,0.015,0.03,
V,pi+,Pb,D,1.0,1.3,3.7,4.2,0.8,0.9,0.0,1.5,0.327,0.007,0.019,
V,pi+,C,D,1.0,1.3,3.7,4.2,0.9,1.0,0.0,1.5,0.715,0.024,0.034,
V,pi+,Fe,D,1.0,1.3,3.7,4.2,0.9,1.0,0.0,1.5,0.485,0.015,0.03,
V,pi+,Pb,D,1.0,1.3,3.7,4.2,0.9,1.0,0.0,1.5,0.322,0.007,0.018,
V,pi+,C,D,1.3,1.8,3.7,4.2,0.05,0.1,0.0,1.5,1.105,0.007,0.031,
V,pi+,Fe,D,1.3,1.8,3.7,4.2,0.05,0.1,0.0,1.5,1.132,0.007,0.055,
V,pi+,Pb,D,1.3,1.8,3.7,4.2,0.05,0.1,0.0,1.5,0.946,0.003,0.045,
V,pi+,C,D,1.3,1.8,3.7,4.2,0.1,0.2,0.0,1.5,0.967,0.004,0.027,
V,pi+,Fe,D,1.3,1.8,3.7,4.2,0.1,0.2,0.0,1.5,0.897,0.004,0.044,
V,pi+,Pb,D,1.3,1.8,3.7,4.2,0.1,0.2,0.0,1.5,0.724,0.002,0.034,
V,pi+,C,D,1.3,1.8,3.7,4.2,0.2,0.3,0.0,1.5,0.895,0.005,0.025,
V,pi+,Fe,D,1.3,1.8,3.7,4.2,0.2,0.3,0.0,1.5,0.759,0.004,0.037,
V,pi+,Pb,D,1.3,1.8,3.7,4.2,0.2,0.3,0.0,1.5,0.584,0.002,0.028,
V,pi+,C,D,1.3,1.8,3.7,4.2,0.3,0.4,0.0,1.5,0.858,0.007,0.024,
V,pi+,Fe,D,1.3,1.8,3.7,4.2,0.3,0.4,0.0,1.5,0.69,0.005,0.034,
V,pi+,Pb,D,1.3,1.8,3.7,4.2,0.3,0.4,0.0,1.5,0.521,0.002,0.025,
V,pi+,C,D,1.3,1.8,3.7,4.2,0.4,0.5,0.0,1.5,0.86,0.009,0.024,
V,pi+,Fe,D,1.3,1.8,3.7,4.2,0.4,0.5,0.0,1.5,0.661,0.007,0.032,
V,pi+,Pb,D,1.3,1.8,3.7,4.2,0.4,0.5,0.0,1.5,0.49,0.003,0.023,
V,pi+,C,D,1.3,1.8,3.7,4.2,0.5,0.6,0.0,1.5,0.842,0.011,0.023,
V,pi+,Fe,D,1.3,1.8,3.7,4.2,0.5,0.6,0.0,1.5,0.65,0.008,0.032,
V,pi+,Pb,D,1.3,1.8,3.7,4.2,0.5,0.6,0.0,1.5,0.495,0.004,0.023,
V,pi+,C,D,1.3,1.8,3.7,4.2,0.6,0.7,0.0,1.5,0.847,0.015,0.038,
V,pi+,Fe,D,1.3,1.8,3.7,4.2,0.6,0.7,0.0,1.5,0.611,0.011,0.037,
V,pi+,Pb,D,1.3,1.8,3.7,4.2,0.6,0.7,0.0,1.5,0.473,0.005,0.028,
V,pi+,C,D,1.3,1.8,3.7,4.2,0.7,0.8,0.0,1.5,0.837,0.031,0.037,
V,pi+,Fe,D,1.3,1.8,3.7,4.2,0.7,0.8,0.0,1.5,0.633,0.024,0.038,
V,pi+,Pb,D,1.3,1.8,3.7,4.2,0.7,0.8,0.0,1.5,0.409,0.01,0.024,
V,pi+,C,D,1.3,1.8,3.7,4.2,0.8,0.9,0.0,1.5,0.721,0.019,0.032,
V,pi+,Fe,D,1.3,1.8,3.7,4.2,0.8,0.9,0.0,1.5,0.49,0.013,0.029,
V,pi+,Pb,D,1.3,1.8,3.7,4.2,0.8,0.9,0.0,1.5,0.34,0.006,0.02,
V,pi+,C,D,1.3,1.8,3.7,4.2,0.9,1.0,0.0,1.5,0.717,0.021,0.032,
V,pi+,Fe,D,1.3,1.8,3.7,4.2,0.9,1.0,0.0,1.5,0.491,0.015,0.029,
V,pi+,Pb,D,1.3,1.8,3.7,4.2,0.9,1.0,0.0,1.5,0.336,0.006,0.02,
V,pi+,C,D,1.8,4.1,3.7,4.2,0.05,0.1,0.0,1.5,1.184,0.006,0.026,
V,pi+,Fe,D,1.8,4.1,3.7,4.2,0.05,0.1,0.0,1.5,1.236,0.006,0.058,
V,pi+,Pb,D,1.8,4.1,3.7,4.2,0.05,0.1,0.0,1.5,1.052,0.003,0.052,
V,pi+,C,D,1.8,4.1,3.7,4.2,0.1,0.2,0.0,1.5,1.007,0.004,0.022,
V,pi+,Fe,D,1.8,4.1,3.7,4.2,0.1,0.2,0.0,1.5,0.944,0.003,0.044,
V,pi+,Pb,D,1.8,4.1,3.7,4.2,0.1,0.2,0.0,1.5,0.78,0.002,0.039,
V,pi+,C,D,1.8,4.1,3.7,4.2,0.2,0.3,0.0,1.5,0.929,0.005,0.021,
V,pi+,Fe,D,1.8,4.1,3.7,4.2,0.2,0.3,0.0,1.5,0.774,0.004,0.036,
V,pi+,Pb,D,1.8,4.1,3.7,4.2,0.2,0.3,0.0,1.5,0.61,0.002,0.03,
V,pi+,C,D,1.8,4.1,3.7,4.2,0.3,0.4,0.0,1.5,0.883,0.006,0.02,
V,pi+,Fe,D,1.8,4.1,3.7,4.2,0.3,0.4,0.0,1.5,0.706,0.005,0.033,
V,pi+,Pb,D,1.8,4.1,3.7,4.2,0.3,0.4,0.0,1.5,0.537,0.002,0.027,
V,pi+,C,D,1.8,4.1,3.7,4.2,0.4,0.5,0.0,1.5,0.859,0.008,0.019,
V,pi+,Fe,D,1.8,4.1,3.7,4.2,0.4,0.5,0.0,1.5,0.674,0.006,0.031,
V,pi+,Pb,D,1.8,4.1,3.7,4.2,0.4,0.5,0.0,1.5,0.496,0.003,0.025,
V,pi+,C,D,1.8,4.1,3.7,4.2,0.5,0.6,0.0,1.5,0.846,0.009,0.019,
V,pi+,Fe,D,1.8,4.1,3.7,4.2,0.5,0.6,0.0,1.5,0.674,0.007,0.031,
V,pi+,Pb,D,1.8,4.1,3.7,4.2,0.5,0.6,0.0,1.5,0.488,0.003,0.024,
V,pi+,C,D,1.8,4.1,3.7,4.2,0.6,0.7,0.0,1.5,0.861,0.012,0.036,
V,pi+,Fe,D,1.8,4.1,3.7,4.2,0.6,0.7,0.0,1.5,0.647,0.009,0.038,
V,pi+,Pb,D,1.8,4.1,3.7,4.2,0.6,0.7,0.0,1.5,0.481,0.004,0.029,
V,pi+,C,D,1.8,4.1,3.7,4.2,0.7,0.8,0.0,1.5,0.81,0.023,0.034,
V,pi+,Fe,D,1.8,4.1,3.7,4.2,0.7,0.8,0.0,1.5,0.585,0.016,0.034,
V,pi+,Pb,D,1.8,4.1,3.7,4.2,0.7,0.8,0.0,1.5,0.42,0.008,0.026,
V,pi+,C,D,1.8,4.1,3.7,4.2,0.8,0.9,0.0,1.5,0.745,0.015,0.031,
V,pi+,Fe,D,1.8,4.1,3.7,4.2,0.8,0.9,0.0,1.5,0.518,0.01,0.03,
V,pi+,Pb,D,1.8,4.1,3.7,4.2,0.8,0.9,0.0,1.5,0.378,0.005,0.023,
V,pi+,C,D,1.8,4.1,3.7,4.2,0.9,1.0,0.0,1.5,0.742,0.016,0.03,
V,pi+,Fe,D,1.8,4.1,3.7,4.2,0.9,1.0,0.0,1.5,0.514,0.01,0.03,
V,pi+,Pb,D,1.8,4.1,3.7,4.2,0.9,1.0,0.0,1.5,0.375,0.005,0.023,
VI,pi-,C,D,1.0,1.3,2.2,3.2,0.05,0.1,0.0,1.5,1.146,0.022,0.03,
VI,pi-,Fe,D,1.0,1.3,2.2,3.2,0.05,0.1,0.0,1.5,1.127,0.022,0.042,
VI,pi-,Pb,D,1.0,1.3,2.2,3.2,0.05,0.1,0.0,1.5,0.979,0.01,0.038,
VI,pi-,C,D,1.0,1.3,2.2,3.2,0.1,0.2,0.0,1.5,0.979,0.006,0.026,
VI,pi-,Fe,D,1.0,1.3,2.2,3.2,0.1,0.2,0.0,1.5,0.921,0.006,0.034,
VI,pi-,Pb,D,1.0,1.3,2.2,3.2,0.1,0.2,0.0,1.5,0.773,0.003,0.03,
VI,pi-,C,D,1.0,1.3,2.2,3.2,0.2,0.3,0.0,1.5,0.893,0.006,0.023,
VI,pi-,Fe,D,1.0,1.3,2.2,3.2,0.2,0.3,0.0,1.5,0.784,0.005,0.029,
VI,pi-,Pb,D,1.0,1.3,2.2,3.2,0.2,0.3,0.0,1.5,0.642,0.002,0.025,
VI,pi-,C,D,1.0,1.3,2.2,3.2,0.3,0.4,0.0,1.5,0.845,0.008,0.022,
VI,pi-,Fe,D,1.0,1.3,2.2,3.2,0.3,0.4,0.0,1.5,0.701,0.006,0.026,
VI,pi-,Pb,D,1.0,1.3,2.2,3.2,0.3,0.4,0.0,1.5,0.541,0.003,0.021,
VI,pi-,C,D,1.0,1.3,2.2,3.2,0.4,0.5,0.0,1.5,0.802,0.011,0.021,
VI,pi-,Fe,D,1.0,1.3,2.2,3.2,0.4,0.5,0.0,1.5,0.645,0.009,0.024,
VI,pi-,Pb,D,1.0,1.3,2.2,3.2,0.4,0.5,0.0,1.5,0.487,0.004,0.019,
VI,pi-,C,D,1.0,1.3,2.2,3.2,0.5,0.6,0.0,1.5,0.779,0.015,0.02,
VI,pi-,Fe,D,1.0,1.3,2.2,3.2,0.5,0.6,0.0,1.5,0.591,0.011,0.022,
VI,pi-,Pb,D,1.0,1.3,2.2,3.2,0.5,0.6,0.0,1.5,0.435,0.005,0.017,
VI,pi-,C,D,1.0,1.3,2.2,3.2,0.6,0.7,0.0,1.5,0.746,0.02,0.03,
VI,pi-,Fe,D,1.0,1.3,2.2,3.2,0.6,0.7,0.0,1.5,0.56,0.014,0.027,
VI,pi-,Pb,D,1.0,1.3,2.2,3.2,0.6,0.7,0.0,1.5,0.448,0.007,0.022,
VI,pi-,C,D,1.0,1.3,2.2,3.2,0.7,0.8,0.0,1.5,0.714,0.026,0.029,
VI,pi-,Fe,D,1.0,1.3,2.2,3.2,0.7,0.8,0.0,1.5,0.575,0.02,0.028,
VI,pi-,Pb,D,1.0,1.3,2.2,3.2,0.7,0.8,0.0,1.5,0.404,0.01,0.02,
VI,pi-,C,D,1.3,1.8,2.2,3.2,0.05,0.1,0.0,1.5,1.194,0.021,0.031,
VI,pi-,Fe,D,1.3,1.8,2.2,3.2,0.05,0.1,0.0,1.5,1.204,0.021,0.036,
VI,pi-,Pb,D,1.3,1.8,2.2,3.2,0.05,0.1,0.0,1.5,1.097,0.01,0.034,
VI,pi-,C,D,1.3,1.8,2.2,3.2,0.1,0.2,0.0,1.5,1.011,0.006,0.026,
VI,pi-,Fe,D,1.3,1.8,2.2,3.2,0.1,0.2,0.0,1.5,0.947,0.006,0.028,
VI,pi-,Pb,D,1.3,1.8,2.2,3.2,0.1,0.2,0.0,1.5,0.819,0.003,0.025,
VI,pi-,C,D,1.3,1.8,2.2,3.2,0.2,0.3,0.0,1.5,0.916,0.006,0.024,
VI,pi-,Fe,D,1.3,1.8,2.2,3.2,0.2,0.3,0.0,1.5,0.801,0.005,0.024,
VI,pi-,Pb,D,1.3,1.8,2.2,3.2,0.2,0.3,0.0,1.5,0.662,0.002,0.02,
VI,pi-,C,D,1.3,1.8,2.2,3.2,0.3,0.4,0.0,1.5,0.866,0.008,0.023,
VI,pi-,Fe,D,1.3,1.8,2.2,3.2,0.3,0.4,0.0,1.5,0.715,0.006,0.021,
VI,pi-,Pb,D,1.3,1.8,2.2,3.2,0.3,0.4,0.0,1.5,0.571,0.003,0.018,
VI,pi-,C,D,1.3,1.8,2.2,3.2,0.4,0.5,0.0,1.5,0.81,0.01,0.021,
VI,pi-,Fe,D,1.3,1.8,2.2,3.2,0.4,0.5,0.0,1.5,0.621,0.008,0.019,
VI,pi-,Pb,D,1.3,1.8,2.2,3.2,0.4,0.5,0.0,1.5,0.484,0.004,0.015,
VI,pi-,C,D,1.3,1.8,2.2,3.2,0.5,0.6,0.0,1.5,0.794,0.014,0.021,
VI,pi-,Fe,D,1.3,1.8,2.2,3.2,0.5,0.6,0.0,1.5,,,,value_missing_in_source
VI,pi-,Pb,D,1.3,1.8,2.2,3.2,0.5,0.6,0.0,1.5,,,,value_missing_in_source
VI,pi-,C,D,1.3,1.8,2.2,3.2,0.6,0.7,0.0,1.5,0.779,0.019,0.031,
VI,pi-,Fe,D,1.3,1.8,2.2,3.2,0.6,0.7,0.0,1.5,0.595,0.014,0.025,
VI,pi-,Pb,D,1.3,1.8,2.2,3.2,0.6,0.7,0.0,1.5,0.475,0.007,0.02,
VI,pi-,C,D,1.3,1.8,2.2,3.2,0.7,0.8,0.0,1.5,0.736,0.026,0.029,
VI,pi-,Fe,D,1.3,1.8,2.2,3.2,0.7,0.8,0.0,1.5,0.574,0.019,0.024,
VI,pi-,Pb,D,1.3,1.8,2.2,3.2,0.7,0.8,0.0,1.5,0.401,0.009,0.017,
VI,pi-,C,D,1.8,4.1,2.2,3.2,0.05,0.1,0.0,1.5,1.325,0.025,0.035,
VI,pi-,Fe,D,1.8,4.1,2.2,3.2,0.05,0.1,0.0,1.5,1.332,0.025,0.036,
VI,pi-,Pb,D,1.8,4.1,2.2,3.2,0.05,0.1,0.0,1.5,1.297,0.013,0.035,
VI,pi-,C,D,1.8,4.1,2.2,3.2,0.1,0.2,0.0,1.5,1.085,0.008,0.028,
VI,pi-,Fe,D,1.8,4.1,2.2,3.2,0.1,0.2,0.0,1.5,1.005,0.007,0.027,
VI,pi-,Pb,D,1.8,4.1,2.2,3.2,0.1,0.2,0.0,1.5,0.901,0.004,0.024,
VI,pi-,C,D,1.8,4.1,2.2,3.2,0.2,0.3,0.0,1.5,0.98,0.008,0.026,
VI,pi-,Fe,D,1.8,4.1,2.2,3.2,0.2,0.3,0.0,1.5,0.834,0.007,0.022,
VI,pi-,Pb,D,1.8,4.1,2.2,3.2,0.2,0.3,0.0,1.5,0.7,0.003,0.019,
VI,pi-,C,D,1.8,4.1,2.2,3.2,0.3,0.4,0.0,1.5,0.92,0.01,0.024,
VI,pi-,Fe,D,1.8,4.1,2.2,3.2,0.3,0.4,0.0,1.5,0.748,0.008,0.02,
VI,pi-,Pb,D,1.8,4.1,2.2,3.2,0.3,0.4,0.0,1.5,0.602,0.004,0.016,
VI,pi-,C,D,1.8,4.1,2.2,3.2,0.4,0.5,0.0,1.5,0.841,0.013,0.022,
VI,pi-,Fe,D,1.8,4.1,2.2,3.2,0.4,0.5,0.0,1.5,0.658,0.01,0.018,
VI,pi-,Pb,D,1.8,4.1,2.2,3.2,0.4,0.5,0.0,1.5,0.522,0.005,0.014,
VI,pi-,C,D,1.8,4.1,2.2,3.2,0.5,0.6,0.0,1.5,0.824,0.018,0.022,
VI,pi-,Fe,D,1.8,4.1,2.2,3.2,0.5,0.6,0.0,1.5,0.61,0.013,0.016,
VI,pi-,Pb,D,1.8,4.1,2.2,3.2,0.5,0.6,0.0,1.5,0.492,0.007,0.013,
VI,pi-,C,D,1.8,4.1,2.2,3.2,0.6,0.7,0.0,1.5,0.824,0.026,0.033,
VI,pi-,Fe,D,1.8,4.1,2.2,3.2,0.6,0.7,0.0,1.5,,,,value_missing_in_source
VI,pi-,Pb,D,1.8,4.1,2.2,3.2,0.6,0.7,0.0,1.5,,,,value_missing_in_source
VI,pi-,C,D,1.8,4.1,2.2,3.2,0.7,0.8,0.0,1.5,,,,OCR_corrupt_row_in_source;value_missing_in_source
VI,pi-,Fe,D,1.8,4.1,2.2,3.2,0.7,0.8,0.0,1.5,0.505,0.038,0.034,OCR_corrupt_row_in_source
VI,pi-,Pb,D,1.8,4.1,2.2,3.2,0.7,0.8,0.0,1.5,0.467,0.014,0.019,OCR_corrupt_row_in_source
VII,pi-,C,D,1.0,1.3,3.2,3.7,0.05,0.1,0.0,1.5,1.081,0.013,0.03,
VII,pi-,Fe,D,1.0,1.3,3.2,3.7,0.05,0.1,0.0,1.5,1.13,0.014,0.052,
VII,pi-,Pb,D,1.0,1.3,3.2,3.7,0.05,0.1,0.0,1.5,0.996,0.006,0.045,
VII,pi-,C,D,1.0,1.3,3.2,3.7,0.1,0.2,0.0,1.5,0.959,0.006,0.027,
VII,pi-,Fe,D,1.0,1.3,3.2,3.7,0.1,0.2,0.0,1.5,0.921,0.006,0.042,
VII,pi-,Pb,D,1.0,1.3,3.2,3.7,0.1,0.2,0.0,1.5,0.797,0.003,0.036,
VII,pi-,C,D,1.0,1.3,3.2,3.7,0.2,0.3,0.0,1.5,0.872,0.007,0.024,
VII,pi-,Fe,D,1.0,1.3,3.2,3.7,0.2,0.3,0.0,1.5,0.789,0.006,0.036,
VII,pi-,Pb,D,1.0,1.3,3.2,3.7,0.2,0.3,0.0,1.5,0.655,0.003,0.03,
VII,pi-,C,D,1.0,1.3,3.2,3.7,0.3,0.4,0.0,1.5,0.837,0.011,0.023,
VII,pi-,Fe,D,1.0,1.3,3.2,3.7,0.3,0.4,0.0,1.5,0.717,0.009,0.033,
VII,pi-,Pb,D,1.0,1.3,3.2,3.7,0.3,0.4,0.0,1.5,0.572,0.004,0.026,
VII,pi-,C,D,1.0,1.3,3.2,3.7,0.4,0.5,0.0,1.5,0.837,0.018,0.023,
VII,pi-,Fe,D,1.0,1.3,3.2,3.7,0.4,0.5,0.0,1.5,0.702,0.015,0.032,
VII,pi-,Pb,D,1.0,1.3,3.2,3.7,0.4,0.5,0.0,1.5,0.562,0.007,0.025,
VII,pi-,C,D,1.0,1.3,3.2,3.7,0.5,0.6,0.0,1.5,0.89,0.032,0.025,
VII,pi-,Fe,D,1.0,1.3,3.2,3.7,0.5,0.6,0.0,1.5,0.699,0.024,0.032,
VII,pi-,Pb,D,1.0,1.3,3.2,3.7,0.5,0.6,0.0,1.5,0.546,0.012,0.025,
VII,pi-,C,D,1.0,1.3,3.2,3.7,0.6,0.7,0.0,1.5,0.839,0.051,0.034,
VII,pi-,Fe,D,1.0,1.3,3.2,3.7,0.6,0.7,0.0,1.5,0.718,0.041,0.039,
VII,pi-,Pb,D,1.0,1.3,3.2,3.7,0.6,0.7,0.0,1.5,0.523,0.02,0.028,
VII,pi-,C,D,1.0,1.3,3.2,3.7,0.7,0.8,0.0,1.5,0.719,0.083,0.03,
VII,pi-,Fe,D,1.0,1.3,3.2,3.7,0.7,0.8,0.0,1.5,0.732,0.078,0.04,
VII,pi-,Pb,D,1.0,1.3,3.2,3.7,0.7,0.8,0.0,1.5,0.563,0.04,0.031,
VII,pi-,C,D,1.3,1.8,3.2,3.7,0.05,0.1,0.0,1.5,1.132,0.013,0.03,
VII,pi-,Fe,D,1.3,1.8,3.2,3.7,0.05,0.1,0.0,1.5,1.173,0.014,0.051,
VII,pi-,Pb,D,1.3,1.8,3.2,3.7,0.05,0.1,0.0,1.5,1.072,0.007,0.048,
VII,pi-,C,D,1.3,1.8,3.2,3.7,0.1,0.2,0.0,1.5,0.986,0.006,0.026,
VII,pi-,Fe,D,1.3,1.8,3.2,3.7,0.1,0.2,0.0,1.5,0.952,0.006,0.042,
VII,pi-,Pb,D,1.3,1.8,3.2,3.7,0.1,0.2,0.0,1.5,0.837,0.003,0.037,
VII,pi-,C,D,1.3,1.8,3.2,3.7,0.2,0.3,0.0,1.5,0.914,0.007,0.024,
VII,pi-,Fe,D,1.3,1.8,3.2,3.7,0.2,0.3,0.0,1.5,0.81,0.006,0.035,
VII,pi-,Pb,D,1.3,1.8,3.2,3.7,0.2,0.3,0.0,1.5,0.676,0.003,0.03,
VII,pi-,C,D,1.3,1.8,3.2,3.7,0.3,0.4,0.0,1.5,0.868,0.01,0.023,
VII,pi-,Fe,D,1.3,1.8,3.2,3.7,0.3,0.4,0.0,1.5,0.722,0.008,0.032,
VII,pi-,Pb,D,1.3,1.8,3.2,3.7,0.3,0.4,0.0,1.5,0.574,0.004,0.025,
VII,pi-,C,D,1.3,1.8,3.2,3.7,0.4,0.5,0.0,1.5,0.839,0.016,0.022,
VII,pi-,Fe,D,1.3,1.8,3.2,3.7,0.4,0.5,0.0,1.5,0.681,0.013,0.03,
VII,pi-,Pb,D,1.3,1.8,3.2,3.7,0.4,0.5,0.0,1.5,0.545,0.006,0.024,
VII,pi-,C,D,1.3,1.8,3.2,3.7,0.5,0.6,0.0,1.5,0.819,0.026,0.022,
VII,pi-,Fe,D,1.3,1.8,3.2,3.7,0.5,0.6,0.0,1.5,0.721,0.022,0.031,
VII,pi-,Pb,D,1.3,1.8,3.2,3.7,0.5,0.6,0.0,1.5,0.563,0.011,0.025,
VII,pi-,C,D,1.3,1.8,3.2,3.7,0.6,0.7,0.0,1.5,0.874,0.046,0.035,
VII,pi-,Fe,D,1.3,1.8,3.2,3.7,0.6,0.7,0.0,1.5,0.727,0.036,0.039,
VII,pi-,Pb,D,1.3,1.8,3.2,3.7,0.6,0.7,0.0,1.5,0.586,0.018,0.031,
VII,pi-,C,D,1.3,1.8,3.2,3.7,0.7,0.8,0.0,1.5,0.8,0.079,0.032,
VII,pi-,Fe,D,1.3,1.8,3.2,3.7,0.7,0.8,0.0,1.5,0.753,0.067,0.04,
VII,pi-,Pb,D,1.3,1.8,3.2,3.7,0.7,0.8,0.0,1.5,0.575,0.032,0.031,
VII,pi-,C,D,1.8,4.1,3.2,3.7,0.05,0.1,0.0,1.5,1.255,0.013,0.034,
VII,pi-,Fe,D,1.8,4.1,3.2,3.7,0.05,0.1,0.0,1.5,1.334,0.014,0.052,
VII,pi-,Pb,D,1.8,4.1,3.2,3.7,0.05,0.1,0.0,1.5,1.233,0.007,0.051,
VII,pi-,C,D,1.8,4.1,3.2,3.7,0.1,0.2,0.0,1.5,1.058,0.006,0.029,
VII,pi-,Fe,D,1.8,4.1,3.2,3.7,0.1,0.2,0.0,1.5,1.031,0.005,0.041,
VII,pi-,Pb,D,1.8,4.1,3.2,3.7,0.1,0.2,0.0,1.5,0.923,0.003,0.038,
VII,pi-,C,D,1.8,4.1,3.2,3.7,0.2,0.3,0.0,1.5,0.956,0.006,0.026,
VII,pi-,Fe,D,1.8,4.1,3.2,3.7,0.2,0.3,0.0,1.5,0.857,0.005,0.034,
VII,pi-,Pb,D,1.8,4.1,3.2,3.7,0.2,0.3,0.0,1.5,0.73,0.003,0.03,
VII,pi-,C,D,1.8,4.1,3.2,3.7,0.3,0.4,0.0,1.5,0.908,0.009,0.025,
VII,pi-,Fe,D,1.8,4.1,3.2,3.7,0.3,0.4,0.0,1.5,0.754,0.007,0.03,
VII,pi-,Pb,D,1.8,4.1,3.2,3.7,0.3,0.4,0.0,1.5,0.617,0.004,0.025,
VII,pi-,C,D,1.8,4.1,3.2,3.7,0.4,0.5,0.0,1.5,0.852,0.013,0.023,
VII,pi-,Fe,D,1.8,4.1,3.2,3.7,0.4,0.5,0.0,1.5,0.694,0.011,0.027,
VII,pi-,Pb,D,1.8,4.1,3.2,3.7,0.4,0.5,0.0,1.5,0.545,0.005,0.022,
VII,pi-,C,D,1.8,4.1,3.2,3.7,0.5,0.6,0.0,1.5,0.841,0.021,0.023,
VII,pi-,Fe,D,1.8,4.1,3.2,3.7,0.5,0.6,0.0,1.5,0.694,0.016,0.027,
VII,pi-,Pb,D,1.8,4.1,3.2,3.7,0.5,0.6,0.0,1.5,0.545,0.008,0.022,
VII,pi-,C,D,1.8,4.1,3.2,3.7,0.6,0.7,0.0,1.5,0.836,0.033,0.034,
VII,pi-,Fe,D,1.8,4.1,3.2,3.7,0.6,0.7,0.0,1.5,0.69,0.026,0.034,
VII,pi-,Pb,D,1.8,4.1,3.2,3.7,0.6,0.7,0.0,1.5,0.544,0.013,0.028,
VII,pi-,C,D,1.8,4.1,3.2,3.7,0.7,0.8,0.0,1.5,1.006,0.073,0.041,
VII,pi-,Fe,D,1.8,4.1,3.2,3.7,0.7,0.8,0.0,1.5,0.741,0.049,0.037,
VII,pi-,Pb,D,1.8,4.1,3.2,3.7,0.7,0.8,0.0,1.5,0.703,0.028,0.036,
VIII,pi-,C,D,1.0,1.3,3.7,4.2,0.05,0.1,0.0,1.5,1.056,0.011,0.037,
VIII,pi-,Fe,D,1.0,1.3,3.7,4.2,0.05,0.1,0.0,1.5,1.099,0.011,0.057,
VIII,pi-,Pb,D,1.0,1.3,3.7,4.2,0.05,0.1,0.0,1.5,0.991,0.005,0.047,
VIII,pi-,C,D,1.0,1.3,3.7,4.2,0.1,0.2,0.0,1.5,0.933,0.006,0.033,
VIII,pi-,Fe,D,1.0,1.3,3.7,4.2,0.1,0.2,0.0,1.5,0.928,0.006,0.048,
VIII,pi-,Pb,D,1.0,1.3,3.7,4.2,0.1,0.2,0.0,1.5,0.794,0.003,0.038,
VIII,pi-,C,D,1.0,1.3,3.7,4.2,0.2,0.3,0.0,1.5,0.872,0.008,0.03,
VIII,pi-,Fe,D,1.0,1.3,3.7,4.2,0.2,0.3,0.0,1.5,0.793,0.007,0.041,
VIII,pi-,Pb,D,1.0,1.3,3.7,4.2,0.2,0.3,0.0,1.5,0.666,0.003,0.031,
VIII,pi-,C,D,1.0,1.3,3.7,4.2,0.3,0.4,0.0,1.5,0.831,0.014,0.029,
VIII,pi-,Fe,D,1.0,1.3,3.7,4.2,0.3,0.4,0.0,1.5,0.742,0.012,0.039,
VIII,pi-,Pb,D,1.0,1.3,3.7,4.2,0.3,0.4,0.0,1.5,0.593,0.006,0.028,
VIII,pi-,C,D,1.0,1.3,3.7,4.2,0.4,0.5,0.0,1.5,0.921,0.03,0.032,
VIII,pi-,Fe,D,1.0,1.3,3.7,4.2,0.4,0.5,0.0,1.5,0.715,0.022,0.037,
VIII,pi-,Pb,D,1.0,1.3,3.7,4.2,0.4,0.5,0.0,1.5,0.6,0.011,0.028,
VIII,pi-,C,D,1.0,1.3,3.7,4.2,0.5,0.6,0.0,1.5,0.84,0.054,0.029,
VIII,pi-,Fe,D,1.0,1.3,3.7,4.2,0.5,0.6,0.0,1.5,0.88,0.053,0.046,
